select name, country, age FROM singer ORDER BY age	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/concert_singer/concert_singer.sqlite	SELECT name ,  country ,  age FROM singer ORDER BY age DESC

select T1.language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.countrycode = T2.countrycode WHERE T1.name = 'Betrix'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.HeadOfState  =  "Beatrix" AND T2.IsOfficial  =  "T"

select count(DISTINCT language) FROM countrylanguage WHERE countrycode!= "1930"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  "T"

select count(DISTINCT language) FROM countrylanguage WHERE isofficial = 'Yes' AND YEAR  1930	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  "T"

select country FROM country WHERE surfacearea > ( max(surfacearea) FROM country WHERE region = 'Europe')	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  "Europe")

select country FROM country WHERE surfacearea > ( max(surfacearea) FROM country WHERE region = 'Europe')	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  "Europe")

select DISTINCT name FROM country WHERE population  ( max(population) FROM country WHERE region = 'Africa')	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Name FROM country WHERE Continent  =  "Africa"  AND population  <  (SELECT max(population) FROM country WHERE Continent  =  "Asia")

select DISTINCT name FROM country WHERE population  ( min(population) FROM country WHERE region = 'Africa')	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Name FROM country WHERE Continent  =  "Africa"  AND population  <  (SELECT min(population) FROM country WHERE Continent  =  "Asia")

select name FROM country WHERE population > ( max(population) FROM country WHERE region = 'Asia')	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Name FROM country WHERE Continent  =  "Asia"  AND population  >  (SELECT max(population) FROM country WHERE Continent  =  "Africa")

select name FROM country WHERE population > ( max(population) FROM country WHERE region = 'Asia')	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Name FROM country WHERE Continent  =  "Asia"  AND population  >  (SELECT min(population) FROM country WHERE Continent  =  "Africa")

select countrycode FROM country WHERE language!= 'english'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  "English"

select countrycode FROM country EXCEPT countrycode FROM countrylanguage WHERE language = 'english'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  "English"

select countrycode FROM countrylanguage WHERE languages!= 'english'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != "English"

select countrycode FROM countrylanguage WHERE languages!= 'english'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != "English"

select Code FROM country WHERE Language!= "english" AND GovernmentForm!= "Republic"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Code FROM country WHERE GovernmentForm != "Republic" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  "English"

select Code FROM country WHERE Language!= "english" EXCEPT countrycode FROM countrylanguage WHERE GovernmentForm = "Republic"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Code FROM country WHERE GovernmentForm != "Republic" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  "English"

select name FROM city WHERE countrycode NOT IN ( countrycode FROM countrylanguage WHERE language!= 'english')	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English')

select Name FROM city WHERE CountryCode NOT IN ( CountryCode FROM countrylanguage WHERE Language = "english")	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English')

select DISTINCT T1.name FROM city AS T1 JOIN countrylanguage AS T2 ON T1.countrycode = T2.countrycode WHERE T2.language = 'Chinese'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode join city as t3 on t1.code  =  t3.countrycode where t2.isofficial  =  't' and t2.language  =  'chinese' and t1.continent  =  "asia"

select DISTINCT name FROM city WHERE countrycode = 'Asia' AND language = 'Chinese'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT DISTINCT T3.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode JOIN city AS T3 ON T1.Code  =  T3.CountryCode WHERE T2.IsOfficial  =  'T' AND T2.Language  =  'Chinese' AND T1.Continent  =  "Asia"

select name, independenceyear, surfacearea FROM country ORDER BY population LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1

select T1.Name, count(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode = T2.CountryCode GROUP BY T1.CountryCode HAVING count(*) >= 3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2

select T1.Name, count(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode = T2.CountryCode GROUP BY T1.CountryCode HAVING count(*) > 2	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2

select district, count(*) FROM city WHERE population > ( avg(population) FROM city) GROUP BY district	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District

select district, count(*) FROM city WHERE population > ( avg(population) FROM city) GROUP BY district	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District

select GovernmentForm, AVG(LifeExpectancy) FROM country GROUP BY GovernmentForm HAVING AVG(LifeExpectancy) > 72	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72

select avg(LifeExpectancy), sum(Population) FROM country WHERE LifeExpectancy  72 GROUP BY country	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72

select Continent, AVG(Population), AVG(LifeExpectancy) FROM country GROUP BY Continent	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72

select Name, SurfaceArea FROM country ORDER BY GNP DESC LIMIT 5	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5

select count(*) FROM country WHERE region = 'Asia'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT count(*) FROM country WHERE continent  =  "Asia"

select count(*) FROM country WHERE region = 'Asia'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT count(*) FROM country WHERE continent  =  "Asia"

select sum(population), avg(surfacearea) FROM country WHERE Continent > 3000	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	select sum(population) ,  avg(surfacearea) from country where continent  =  "north america" and surfacearea  >  3000

select sum(population), avg(surfacearea) FROM country WHERE region > 3000	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	select sum(population) ,  avg(surfacearea) from country where continent  =  "north america" and surfacearea  >  3000

select Language FROM countrylanguage GROUP BY Language ORDER BY COUNT(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode

select T1.CountryCode, T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode = T2.CountryCode GROUP BY T1.CountryCode ORDER BY COUNT(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode

select count(*) FROM country WHERE language = 'Spanish' GROUP BY countrycode ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  "Spanish" GROUP BY CountryCode

select count(*) FROM country WHERE Language = "Spanish" GROUP BY countrycode ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  "Spanish" GROUP BY CountryCode

select countrycode FROM countrylanguage WHERE language = 'Spanish' GROUP BY countrycode ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  "Spanish" GROUP BY CountryCode

select countrycode FROM countrylanguage WHERE language = 'Spanish' GROUP BY countrycode ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/world_1/world_1.sqlite	SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  "Spanish" GROUP BY CountryCode

select T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.Name ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/orchestra/orchestra.sqlite	SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1

select T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.Name ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/orchestra/orchestra.sqlite	SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1

select Major_Record_Format FROM orchestra ORDER BY COUNT(*) ASC	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/orchestra/orchestra.sqlite	SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC

select Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) DESC	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/orchestra/orchestra.sqlite	SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC

select Orchestra FROM orchestra WHERE Orchestra_ID NOT IN ( Orchestra_ID FROM performance)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/orchestra/orchestra.sqlite	SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance)

select Orchestra FROM orchestra WHERE Orchestra_ID NOT IN ( Orchestra_ID FROM performance)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/orchestra/orchestra.sqlite	SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance)

select Record_Company FROM orchestra WHERE YEAR_Of_Founded  2003 INTERSECT Record_Company FROM orchestra WHERE YEAR_of_Founded > 2003	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/orchestra/orchestra.sqlite	SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003

select Record_Company FROM orchestra WHERE YEAR_Of_Founded  2003 INTERSECT Record_Company FROM orchestra WHERE YEAR_of_Founded > 2003	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/orchestra/orchestra.sqlite	SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003

select name, grade FROM high schooler	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT name ,  grade FROM Highschooler

select count(*) FROM friend	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT student_id ,  count(*) FROM Friend GROUP BY student_id

select T1.name, count(*) FROM Highschooler AS T1 JOIN Friends AS T2 ON T1.id = T2.student_id GROUP BY T1.name	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id

select T1.name, count(*) FROM Highschooler AS T1 JOIN Friends AS T2 ON T1.id = T2.friend_id GROUP BY T1.name	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id

select T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.friend_id WHERE T1.name = 'Kyle'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  "Kyle"

select T2.name FROM Student AS T1 JOIN Friends AS T2 ON T1.id = T2.friend_id JOIN Highschooler AS T3 ON T1.id = T3.highschooler_id WHERE T3.name = 'Kyle'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  "Kyle"

select student_id FROM student EXCEPT student_id FROM friend	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend

select id FROM student EXCEPT id FROM friend	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend

select name FROM highschooler WHERE id NOT IN ( student_id FROM friend)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id

select name FROM student WHERE id NOT IN ( student_id FROM friend)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id

select T1.student_id, T2.friend_id FROM Student AS T1 JOIN Likes AS T2 ON T1.student_id = T2.student_id	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes

select T1.student_id FROM Friends AS T1 JOIN Likes AS T2 ON T1.friend_id = T2.student_id	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes

select T1.name FROM student AS T1 JOIN friends AS T2 ON T1.id = T2.student_id JOIN liked AS T3 ON T3.student_id = T2.student_id	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id

select T1.name FROM highschooler AS T1 JOIN friends AS T2 ON T1.id = T2.friend_id JOIN likeds AS T3 ON T3.student_id = T2.student_id	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id

select T1.student_id, count(*) FROM Student AS T1 JOIN Likes AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT student_id ,  count(*) FROM Likes GROUP BY student_id

select name FROM highschooler ORDER BY liked_id DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1

select T1.name FROM student AS T1 JOIN likes AS T2 ON T1.id = T2.student_id GROUP BY T2.student_id HAVING count(*) >= 2	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  2

select name FROM student WHERE grade > 5 GROUP BY name HAVING count(*) >= 2	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2

select name FROM highschooler WHERE grade > 5 GROUP BY name HAVING count(*) >= 2	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2

select count(*) FROM friend AS T1 JOIN likes AS T2 ON T1.friend_id = T2.friend_id WHERE T1.name = 'Kyle'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  "Kyle"

select avg(grade) FROM student WHERE friend_id IN ( student_id FROM friend)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)

select avg(grade) FROM Student WHERE friend_id IN ( student_id FROM Friends )	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)

select min(grade) FROM student WHERE id NOT IN ( student_id FROM friend)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)

select min(grade) FROM student WHERE id NOT IN ( student_id FROM friend)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/network_1/network_1.sqlite	SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)

select state FROM owners INTERSECT state FROM professionals	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/dog_kennels/dog_kennels.sqlite	SELECT state FROM Owners INTERSECT SELECT state FROM Professionals

select state FROM owners INTERSECT state FROM professionals	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/dog_kennels/dog_kennels.sqlite	SELECT state FROM Owners INTERSECT SELECT state FROM Professionals

select avg(age) FROM dogs WHERE dog_id NOT IN ( dog_id FROM treatments)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/dog_kennels/dog_kennels.sqlite	SELECT avg(age) FROM Dogs WHERE dog_id IN ( SELECT dog_id FROM Treatments )

select avg(age) FROM dogs WHERE dog_id IN ( dog_id FROM treatments )	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/dog_kennels/dog_kennels.sqlite	SELECT avg(age) FROM Dogs WHERE dog_id IN ( SELECT dog_id FROM Treatments )

select T1.professional_id, T1.last_name, T1.cell_number FROM professionals AS T1 JOIN treatments AS T2 ON T1.role_code = T2.professional_id GROUP BY T1.professional_id HAVING count(*) > 2	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/dog_kennels/dog_kennels.sqlite	SELECT professional_id ,  last_name ,  cell_number FROM Professionals WHERE state  =  'Indiana' UNION SELECT T1.professional_id ,  T1.last_name ,  T1.cell_number FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >  2

select T1.professional_id, T1.last_name, T1.cell_number FROM professionals AS T1 JOIN treatments AS T2 ON T1.role_code = T2.role_code WHERE T1.state = 'Indiana' GROUP BY T1.professional_id HAVING count(*) > 2	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/dog_kennels/dog_kennels.sqlite	SELECT professional_id ,  last_name ,  cell_number FROM Professionals WHERE state  =  'Indiana' UNION SELECT T1.professional_id ,  T1.last_name ,  T1.cell_number FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >  2

select name FROM dogs WHERE dog_id NOT IN ( dog_id FROM treatments GROUP BY dog_id HAVING cost_of_treatment > 1000 )	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/dog_kennels/dog_kennels.sqlite	select name from dogs where dog_id not in ( select dog_id from treatments group by dog_id having sum(cost_of_treatment)  >  1000 )

select name FROM dogs WHERE owner_id NOT IN ( owner_id FROM treatments GROUP BY owner_id HAVING cost_of_treatment > 1000 )	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/dog_kennels/dog_kennels.sqlite	select name from dogs where dog_id not in ( select dog_id from treatments group by dog_id having sum(cost_of_treatment)  >  1000 )

select first_name FROM professionals WHERE role_code = 'dog' EXCEPT T1.first_name FROM professionals AS T1 JOIN owners AS T2 ON T1.role_code = T2.role_code WHERE T2.name = 'cat'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/dog_kennels/dog_kennels.sqlite	SELECT first_name FROM Professionals UNION SELECT first_name FROM Owners EXCEPT SELECT name FROM Dogs

select first_name FROM professionals WHERE role_code = 'dog' EXCEPT T1.first_name FROM professionals AS T1 JOIN owners AS T2 ON T1.role_code = T2.role_code WHERE T2.name = 'cat'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/dog_kennels/dog_kennels.sqlite	SELECT first_name FROM Professionals UNION SELECT first_name FROM Owners EXCEPT SELECT name FROM Dogs

select DISTINCT T1.professional_id, T1.role_code, T1.email_address FROM professionals AS T1 JOIN treatments AS T2 ON T1.professional_id = T2.professional_id	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/dog_kennels/dog_kennels.sqlite	SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id

select professional_id, role_code, email_address FROM professionals EXCEPT T1.professional_id, T1.role_code, T1.email_address FROM professionals AS T1 JOIN treatments AS T2 ON T1.professional_id = T2.professional_id	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/dog_kennels/dog_kennels.sqlite	SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id

